Activity Type,Date,Time_Of_Day,Country,State,Environment,Title,Distance (Km),Calories,Duration,Avg HR
Running,12/14/2021,5:38:06 AM,Brazil,Sao_Paulo,Outdoor,Ubatuba Running,4.56,407,0:38:06,135
Running,12/5/2021,9:55:56 AM,USA,Texas,Outdoor,McKinney Running,5.84,557,0:52:16,135
Running,12/1/2021,2:28:10 PM,USA,Texas,Outdoor,McKinney Running,3.33,297,0:27:16,137
Walking,11/25/2021,8:35:00 AM,USA,Texas,Outdoor,McKinney Walking,4.96,430,0:45:50,130
Walking,11/10/2021,2:29:32 PM,USA,Texas,Outdoor,McKinney Walking,3.54,341,0:53:53,111
Walking,11/9/2021,3:15:23 PM,USA,Texas,Outdoor,McKinney Walking,3.45,293,0:36:24,120
Running,10/28/2021,4:39:01 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.76,313,0:29:09,132
Walking,10/26/2021,5:09:14 PM,USA,Texas,Outdoor,McKinney Walking,1.2,115,0:22:39,87
Running,10/25/2021,4:29:23 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.44,293,0:29:08,124
Running,10/20/2021,4:34:39 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.48,307,0:29:01,135
Running,10/19/2021,4:32:02 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.8,331,0:29:03,137
Running,10/15/2021,4:17:12 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,6.12,571,0:47:19,143
Running,10/12/2021,10:14:59 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.29,279,0:29:04,131
Paddleboarding,10/10/2021,1:51:31 PM,USA,Texas,Outdoor,Denton County SUP,0.6,182,0:29:38,108
Running,10/6/2021,2:56:30 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.64,356,0:29:17,144
Walking,10/4/2021,5:03:00 PM,USA,Texas,Outdoor,McKinney Walking,1.73,197,0:34:43,109
Running,10/4/2021,2:58:21 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.54,309,0:29:19,134
Running,9/29/2021,4:25:55 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.16,271,0:29:03,128
Walking,9/29/2021,4:23:10 PM,USA,Texas,Outdoor,McKinney Walking,0.22,19,02:29.3,113
Cycling,9/25/2021,4:12:31 PM,USA,Texas,Outdoor,McKinney Cycling,23.99,705,0:51:09,161
Running,9/24/2021,9:54:21 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,5.69,516,0:52:50,137
Walking,9/24/2021,9:35:21 AM,USA,Texas,Outdoor,McKinney Walking,0.3,24,03:07.7,86
Running,9/22/2021,7:41:51 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.41,301,0:29:05,131
Cycling,9/18/2021,7:39:40 AM,USA,Texas,Outdoor,McKinney Cycling,58.9,"1,404",2:16:22,151
Cycling,9/16/2021,12:53:37 PM,USA,Texas,Outdoor,McKinney Cycling,27.31,812,1:00:02,161
Running,9/14/2021,2:19:01 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.4,338,0:29:07,145
Walking,9/14/2021,7:23:11 AM,USA,Texas,Outdoor,McKinney Walking,1.56,140,0:25:27,97
Walking,9/13/2021,4:14:48 PM,USA,Texas,Outdoor,McKinney Walking,0.5,95,0:11:51,120
Running,9/13/2021,3:44:18 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.21,283,0:29:07,135
Walking,9/13/2021,9:02:20 AM,USA,Texas,Outdoor,McKinney Walking,4.84,392,0:58:41,106
Cycling,9/12/2021,5:51:05 PM,USA,Texas,Outdoor,McKinney Cycling,51.65,"1,424",1:48:58,163
Running,9/9/2021,10:55:28 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,5.14,454,0:43:56,133
Walking,9/9/2021,7:17:29 AM,USA,Texas,Outdoor,McKinney Walking,1.44,131,0:24:12,95
Breathwork,9/7/2021,9:32:59 PM,USA,Texas,Outdoor,Relax and Focus,--,--,0:15:38,68
Walking,9/7/2021,10:50:27 AM,USA,Texas,Outdoor,McKinney Walking,0.49,115,09:24.2,145
Running,9/7/2021,10:19:40 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.16,327,0:29:20,141
Breathwork,9/6/2021,8:08:05 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,77
Cycling,9/6/2021,8:13:15 AM,USA,Texas,Outdoor,McKinney Cycling,69.95,"1,941",2:42:00,161
Breathwork,9/5/2021,9:54:33 AM,USA,Texas,Indoor,Relax and Focus,--,--,0:11:51,--
Cycling,9/3/2021,9:25:42 AM,USA,Texas,Outdoor,McKinney Cycling,22.77,566,0:58:40,140
Cycling,9/3/2021,9:25:37 AM,USA,Texas,Outdoor,McKinney Cycling,22.8,"1,003",0:57:58,145
Breathwork,9/2/2021,10:01:14 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,--
Walking,9/2/2021,11:10:06 AM,USA,Texas,Outdoor,McKinney Walking,0.97,80,0:12:17,119
Running,9/2/2021,10:34:11 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,3.7,333,0:35:30,131
Walking,9/2/2021,7:33:22 AM,USA,Texas,Outdoor,McKinney Walking,1.32,132,0:23:47,99
Yoga,9/1/2021,8:12:39 PM,USA,Texas,Indoor,Yoga,--,108,1:08:17,69
Walking,9/1/2021,8:32:26 AM,USA,Texas,Outdoor,McKinney Walking,0.71,116,0:29:19,87
Walking,9/1/2021,8:17:36 AM,USA,Texas,Outdoor,McKinney Walking,0.24,18,03:25.0,89
Walking,9/1/2021,7:48:15 AM,USA,Texas,Outdoor,McKinney Walking,0.5,40,0:12:00,--
Running,8/31/2021,7:27:30 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.93,243,0:25:04,130
Walking,8/31/2021,7:14:49 AM,USA,Texas,Outdoor,McKinney Walking,0.67,64,0:11:36,99
Walking,8/30/2021,11:33:30 AM,USA,Texas,Outdoor,McKinney Walking,0.45,50,07:10.5,119
Running,8/30/2021,11:07:46 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.83,240,0:25:04,131
Yoga,8/28/2021,4:18:53 PM,USA,Texas,Indoor,Yoga,--,72,0:40:04,71
Yoga,8/28/2021,12:39:42 PM,USA,Texas,Indoor,Yoga,--,198,1:32:47,74
Breathwork,8/27/2021,8:21:39 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,69
Walking,8/27/2021,9:43:11 AM,USA,Texas,Outdoor,McKinney Walking,0.43,51,08:15.7,108
Walking,8/27/2021,9:09:05 AM,USA,Texas,Outdoor,McKinney Walking,2.88,234,0:33:27,109
Running,8/27/2021,7:41:06 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,3.85,338,0:35:57,129
Walking,8/27/2021,7:24:33 AM,USA,Texas,Outdoor,McKinney Walking,0.79,77,0:15:03,98
Cycling,8/26/2021,6:33:02 PM,USA,Texas,Outdoor,Frisco Cycling,45.46,"1,130",1:32:00,158
Walking,8/25/2021,7:48:27 AM,USA,Texas,Outdoor,McKinney Walking,0.89,73,0:12:20,102
Walking,8/25/2021,7:33:35 AM,USA,Texas,Outdoor,McKinney Walking,0.6,53,0:11:32,86
Running,8/24/2021,12:46:17 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.67,236,0:25:03,126
Walking,8/24/2021,7:58:52 AM,USA,Texas,Outdoor,McKinney Walking,0.76,65,0:11:10,91
Walking,8/24/2021,7:42:42 AM,USA,Texas,Outdoor,McKinney Walking,0.66,57,0:14:22,76
Breathwork,8/23/2021,9:34:09 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,66
Running,8/23/2021,7:45:55 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.48,206,0:25:10,124
Cycling,8/22/2021,6:29:32 AM,USA,Texas,Outdoor,McKinney Cycling,68.33,"1,695",2:28:33,155
Walking,8/21/2021,11:02:15 AM,USA,Texas,Outdoor,McKinney Walking,1.08,123,0:19:23,107
Walking,8/21/2021,10:24:48 AM,USA,Texas,Outdoor,McKinney Walking,0.38,41,08:00.4,88
Walking,8/21/2021,9:18:49 AM,USA,Texas,Outdoor,McKinney Walking,1.62,218,0:40:51,100
Walking,8/20/2021,9:04:47 AM,USA,Texas,Outdoor,McKinney Walking,4.08,339,0:49:14,101
Breathwork,8/19/2021,10:15:26 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,86
Cycling,8/19/2021,6:32:11 PM,USA,Texas,Outdoor,Frisco Cycling,45.25,"1,235",1:31:24,165
Walking,8/19/2021,10:47:42 AM,USA,Texas,Outdoor,McKinney Walking,2.41,199,0:25:47,116
Running,8/19/2021,10:19:42 AM,USA,Texas,Outdoor,McKinney - Run Walk Run®,2.65,224,0:25:42,115
Walking,8/18/2021,10:15:24 AM,USA,Texas,Outdoor,McKinney Walking,2.89,237,0:31:42,108
Walking,8/17/2021,8:16:14 AM,USA,Texas,Outdoor,McKinney Walking,3.41,278,0:38:07,112
Running,8/17/2021,7:52:33 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.16,184,0:22:03,126
Walking,8/17/2021,7:39:19 AM,USA,Texas,Outdoor,McKinney Walking,0.63,55,0:12:17,78
Walking,8/16/2021,10:47:45 AM,USA,Texas,Outdoor,McKinney Walking,1,93,0:14:36,112
Running,8/16/2021,10:23:26 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,2.13,189,0:22:05,121
Walking,8/16/2021,7:34:00 AM,USA,Texas,Outdoor,McKinney Walking,1.47,148,0:29:36,87
Other,8/15/2021,10:47:45 AM,USA,Texas,Outdoor,McKinney Yard Work,2.1,454,1:25:50,107
Running,8/12/2021,2:20:50 PM,USA,Texas,Outdoor,McKinney - Run Walk Run®,2.45,272,0:26:29,137
Walking,8/11/2021,7:29:42 AM,USA,Texas,Outdoor,McKinney Walking,1.18,105,0:21:14,88
Running,8/10/2021,10:18:48 AM,USA,Texas,Outdoor,McKinney - Benchmark Run,1.09,95,0:09:00,125
Walking,8/10/2021,7:43:46 AM,USA,Texas,Outdoor,McKinney Walking,0.76,76,0:13:54,104
Walking,8/10/2021,7:24:23 AM,USA,Texas,Outdoor,McKinney Walking,0.77,74,0:17:49,72
Walking,8/6/2021,8:52:48 PM,USA,Texas,Outdoor,Walton County Walking,0.54,45,07:55.3,104
Walking,8/6/2021,8:00:25 PM,USA,Texas,Outdoor,Walton County Walking,0.53,57,0:11:38,95
Walking,8/6/2021,9:06:23 AM,USA,Texas,Outdoor,Walton County Walking,0.51,54,0:10:52,76
Walking,8/5/2021,6:34:58 PM,USA,Florida,Outdoor,Destin Walking,0.51,60,0:11:48,103
Walking,8/2/2021,2:39:36 PM,USA,Florida,Outdoor,Walton County Walking,0.3,41,08:05.2,96
Breathwork,7/27/2021,10:07:16 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,64
Walking,7/27/2021,7:48:14 AM,USA,Texas,Outdoor,McKinney Walking,2.57,215,0:35:08,104
Walking,7/27/2021,7:32:08 AM,USA,Texas,Outdoor,McKinney Walking,0.49,69,0:13:08,99
Walking,7/26/2021,7:23:35 AM,USA,Texas,Outdoor,McKinney Walking,1.76,172,0:31:39,95
Walking,7/24/2021,7:56:02 AM,USA,Texas,Outdoor,McKinney Walking,0.94,102,0:20:29,101
Walking,7/22/2021,7:42:07 AM,USA,Texas,Outdoor,McKinney Walking,0.68,75,0:14:24,98
Walking,7/15/2021,7:36:27 AM,USA,Texas,Outdoor,McKinney Walking,3.33,285,0:51:28,96
Cycling,7/14/2021,10:20:50 AM,USA,Texas,Outdoor,McKinney Cycling,27.23,729,0:59:32,160
Walking,7/12/2021,8:35:31 AM,USA,Texas,Outdoor,McKinney Walking,4.06,369,1:05:40,92
Walking,7/9/2021,7:42:59 AM,USA,Texas,Outdoor,McKinney Walking,0.63,50,07:37.2,104
Walking,7/9/2021,7:23:44 AM,USA,Texas,Outdoor,McKinney Walking,0.89,86,0:18:25,93
Walking,7/6/2021,7:32:45 AM,USA,Texas,Outdoor,McKinney Walking,3.53,306,0:53:36,94
Breathwork,7/5/2021,8:07:07 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,74
Other,7/5/2021,10:25:17 AM,USA,Texas,Outdoor,McKinney Yard Work,1.61,364,1:09:39,103
Breathwork,7/3/2021,9:16:08 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,70
Breathwork,7/3/2021,2:00:24 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,76
Cycling,7/3/2021,7:06:46 AM,USA,Texas,Outdoor,Frisco Cycling,46.75,974,1:34:21,148
Cycling,7/1/2021,2:14:39 PM,USA,Texas,Outdoor,McKinney Cycling,26.58,835,0:53:57,162
Cycling,6/30/2021,3:19:11 PM,USA,Texas,Outdoor,McKinney Cycling,35.61,"1,157",1:13:38,164
Walking,6/30/2021,7:12:59 AM,USA,Texas,Outdoor,McKinney Walking,1.63,144,0:26:25,95
Yoga,6/29/2021,10:34:19 AM,USA,Texas,Indoor,Yoga,--,130,1:09:44,71
Walking,6/28/2021,10:13:08 AM,USA,Texas,Outdoor,McKinney Walking,1.38,139,0:29:09,82
Walking,6/28/2021,7:47:53 AM,USA,Texas,Outdoor,McKinney Walking,1,88,0:16:29,96
Walking,6/28/2021,7:29:19 AM,USA,Texas,Outdoor,McKinney Walking,0.79,74,0:18:01,78
Walking,6/25/2021,6:01:38 PM,USA,Texas,Outdoor,Walking,0.17,36,07:07.3,97
Cycling,6/24/2021,8:06:04 PM,USA,Texas,Outdoor,McKinney Cycling,32.15,"1,014",1:06:59,160
Walking,6/24/2021,7:08:22 AM,USA,Texas,Outdoor,McKinney Walking,1.54,150,0:31:31,94
Walking,6/23/2021,7:02:54 AM,USA,Texas,Outdoor,McKinney Walking,1.51,137,0:26:46,90
Cycling,6/22/2021,1:08:13 PM,USA,Texas,Outdoor,McKinney Cycling,36.92,996,1:23:15,144
Walking,6/22/2021,6:59:25 AM,USA,Texas,Outdoor,McKinney Walking,1.46,120,0:24:03,89
Breathwork,6/21/2021,9:25:21 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,64
Walking,6/21/2021,7:41:11 AM,USA,Texas,Outdoor,McKinney Walking,0.46,44,08:11.4,98
Walking,6/20/2021,2:09:42 PM,USA,Texas,Outdoor,McKinney Walking,0.52,47,07:29.4,99
Walking,6/20/2021,12:45:39 PM,USA,Texas,Outdoor,McKinney Walking,0.51,54,08:32.6,108
Cycling,6/19/2021,6:10:57 AM,USA,Texas,Outdoor,McKinney Cycling,60.83,"1,713",2:12:00,152
Cycling,6/17/2021,10:42:27 AM,USA,Texas,Outdoor,McKinney Cycling,26.37,790,0:54:26,161
Walking,6/17/2021,7:20:29 AM,USA,Texas,Outdoor,McKinney Walking,4.05,333,1:02:12,103
Walking,6/16/2021,11:31:35 AM,USA,Texas,Outdoor,McKinney Walking,2.4,196,0:26:13,99
Walking,6/15/2021,5:01:52 PM,USA,Texas,Outdoor,McKinney Walking,1.76,172,0:29:51,102
Cycling,6/13/2021,6:39:03 AM,USA,Texas,Outdoor,McKinney Cycling,52.13,"1,307",2:15:48,135
Cycling,6/12/2021,6:06:12 AM,USA,Texas,Outdoor,McKinney Cycling,10.3,284,0:22:50,143
Running,6/11/2021,10:40:58 AM,USA,Texas,Outdoor,McKinney - Hill Repeats,5.11,504,0:43:25,147
Walking,6/10/2021,5:09:17 PM,USA,Texas,Outdoor,McKinney Walking,1.48,138,0:25:09,106
Walking,6/9/2021,4:57:30 PM,USA,Texas,Outdoor,McKinney Walking,1.44,126,0:21:47,109
Walking,6/9/2021,11:44:48 AM,USA,Texas,Outdoor,McKinney Walking,0.36,72,07:04.9,133
Running,6/9/2021,10:43:14 AM,USA,Texas,Outdoor,McKinney - Easy Run,8.05,780,0:59:34,155
Running,6/8/2021,11:10:04 AM,USA,Texas,Outdoor,McKinney - Tired Run,4.83,461,0:34:12,152
Running,6/6/2021,12:31:37 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.56,768,1:23:43,134
Breathwork,6/4/2021,10:59:21 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,64
Running,6/4/2021,1:07:33 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,6.44,669,0:54:37,153
Walking,6/4/2021,9:13:10 AM,USA,Texas,Outdoor,McKinney Walking,6.27,509,1:22:21,94
Walking,6/2/2021,1:53:02 PM,USA,Texas,Outdoor,McKinney Walking,1.53,133,0:25:31,102
Walking,5/30/2021,2:02:01 PM,USA,Texas,Outdoor,San Antonio Walking,0.37,47,07:39.3,103
Walking,5/30/2021,12:58:35 PM,USA,Texas,Outdoor,San Antonio Walking,0.31,53,08:07.4,107
Walking,5/30/2021,11:34:01 AM,USA,Texas,Outdoor,San Antonio Walking,0.25,35,07:33.2,90
Walking,5/29/2021,4:25:37 PM,USA,Texas,Outdoor,San Antonio Walking,0.43,61,0:10:06,107
Walking,5/29/2021,10:13:49 AM,USA,Texas,Outdoor,San Antonio Walking,0.2,31,06:49.1,90
Walking,5/27/2021,6:59:29 PM,USA,Texas,Outdoor,McKinney Walking,1.46,121,0:18:08,114
Running,5/27/2021,6:09:14 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,6.64,613,0:49:55,142
Walking,5/27/2021,10:58:51 AM,USA,Texas,Outdoor,McKinney Walking,1.04,125,0:28:14,88
Walking,5/25/2021,4:22:30 PM,USA,Texas,Outdoor,McKinney Walking,1.78,246,0:44:01,99
Breathwork,5/24/2021,9:45:42 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,75
Running,5/23/2021,1:09:41 PM,USA,Texas,Outdoor,McKinney - Easy Run,8.05,758,1:00:04,147
Cycling,5/22/2021,7:37:26 AM,USA,Texas,Outdoor,McKinney Cycling,54.46,"1,097",2:13:56,142
Cycling,5/17/2021,1:09:19 PM,USA,Texas,Outdoor,McKinney Cycling,27.45,"1,451",0:55:15,--
Running,5/13/2021,11:51:42 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,16.08,"1,373",1:54:58,149
Treadmill,5/11/2021,1:14:23 PM,USA,Texas,Outdoor,Hill Repeats,4.38,394,0:37:06,136
Treadmill,5/11/2021,12:55:49 PM,USA,Texas,Indoor,Treadmill Running,1.61,130,0:12:05,127
Running,5/10/2021,10:27:35 AM,USA,Texas,Outdoor,McKinney - Easy Run,8.05,605,0:59:41,132
Running,5/7/2021,1:58:11 PM,USA,Texas,Outdoor,McKinney - Tired Run,4.83,462,0:30:17,160
Running,5/5/2021,7:50:36 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,16.09,"1,399",1:57:56,148
Running,5/4/2021,12:59:20 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,6.44,624,0:48:57,148
Walking,5/3/2021,10:38:31 AM,USA,Texas,Outdoor,McKinney Walking,3.14,310,0:56:56,94
Yoga,5/2/2021,9:01:13 PM,USA,Texas,Indoor,Yoga,--,"1,155",8:45:58,61
Running,5/2/2021,7:29:37 PM,USA,Texas,Outdoor,McKinney - Easy Run,5.2,493,0:36:33,149
Walking,5/2/2021,7:23:22 PM,USA,Texas,Outdoor,McKinney Walking,0.49,40,05:49.6,107
Running,5/1/2021,3:32:13 PM,USA,Texas,Outdoor,McKinney - Tired Run,4.83,473,0:30:34,160
Strength,4/28/2021,10:55:02 AM,USA,Texas,Indoor,Strength,0,154,0:19:04,119
Treadmill,4/28/2021,10:28:05 AM,USA,Texas,Outdoor,Negative Split Run,3.46,226,0:24:47,120
Breathwork,4/27/2021,9:17:12 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,68
Running,4/27/2021,10:54:45 AM,USA,Texas,Outdoor,Frisco - Pace Run,4.83,446,0:36:56,143
Walking,4/27/2021,10:38:47 AM,USA,Texas,Outdoor,McKinney Walking,1.38,110,0:15:01,82
Running,4/26/2021,1:30:48 PM,USA,Texas,Outdoor,McKinney - Easy Run,8.05,725,1:01:25,142
Breathwork,4/22/2021,9:01:46 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,70
Strength,4/22/2021,12:53:48 PM,USA,Texas,Outdoor,Strength,0,177,0:21:46,119
Running,4/21/2021,11:25:52 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,9.66,912,1:12:35,147
Walking,4/20/2021,12:32:37 PM,USA,Texas,Outdoor,McKinney Walking,1.86,155,0:20:41,104
Running,4/19/2021,9:07:42 PM,USA,Texas,Outdoor,McKinney - Easy Run,6.44,578,0:52:45,136
Walking,4/19/2021,1:47:17 PM,USA,Texas,Outdoor,McKinney Walking,3.52,331,0:54:01,109
Cycling,4/18/2021,1:03:53 PM,USA,Texas,Outdoor,McKinney Cycling,58.72,"1,298",2:12:41,147
Breathwork,4/17/2021,9:50:09 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,70
Breathwork,4/16/2021,9:35:43 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,73
Running,4/16/2021,1:58:59 PM,USA,Texas,Outdoor,McKinney - Tired Run,4.83,446,0:31:30,156
Running,4/14/2021,12:04:41 PM,USA,Texas,Outdoor,Frisco - Negative Split Run,14.48,"1,332",1:50:28,146
Walking,4/14/2021,11:52:07 AM,USA,Texas,Outdoor,McKinney Walking,1.09,91,0:11:42,104
Walking,4/13/2021,6:31:00 PM,USA,Texas,Outdoor,McKinney Walking,0.35,34,06:43.1,96
Running,4/13/2021,1:08:50 PM,USA,Texas,Outdoor,McKinney - Hill Repeats,5.06,421,0:38:52,135
Walking,4/11/2021,3:00:06 PM,USA,Texas,Outdoor,McKinney Walking,0.3,43,07:57.1,102
Cycling,4/10/2021,6:56:01 AM,USA,Texas,Outdoor,McKinney Cycling,108.89,"2,382",4:13:02,138
Cycling,4/10/2021,6:55:58 AM,USA,Texas,Outdoor,McKinney Cycling,108.17,"2,128",4:14:44,140
Running,4/9/2021,11:56:52 AM,USA,Texas,Outdoor,McKinney - Tired Run,4.83,438,0:35:45,142
Breathwork,4/7/2021,9:09:43 PM,USA,Texas,Indoor,Relax and Focus,--,--,0:15:38,65
Running,4/7/2021,11:32:37 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,12.87,"1,182",1:32:04,149
Walking,4/7/2021,11:24:45 AM,USA,Texas,Outdoor,McKinney Walking,0.69,56,07:28.0,90
Other,4/6/2021,12:01:52 PM,USA,Texas,Outdoor,McKinney Yard Work,1.27,312,0:43:12,116
Walking,4/6/2021,11:41:25 AM,USA,Texas,Outdoor,McKinney Walking,0.87,68,0:10:25,114
Running,4/6/2021,11:05:37 AM,USA,Texas,Outdoor,McKinney - Cadence Drills,4.83,473,0:34:21,149
Walking,4/6/2021,10:55:12 AM,USA,Texas,Outdoor,McKinney Walking,0.93,77,0:10:02,93
Cycling,4/5/2021,12:35:02 PM,USA,Texas,Outdoor,McKinney Cycling,37.47,960,1:17:47,157
Yoga,4/4/2021,9:28:03 PM,USA,Texas,Indoor,Yoga,--,147,1:00:25,70
Running,4/4/2021,12:30:48 PM,USA,Texas,Outdoor,McKinney - Easy Run,6.44,568,0:46:01,140
Running,4/2/2021,11:32:36 AM,USA,Texas,Outdoor,Frisco - Tired Run,4.83,464,0:29:18,160
Walking,4/2/2021,11:14:50 AM,USA,Texas,Outdoor,McKinney Walking,1.06,79,0:13:22,--
Treadmill,3/31/2021,9:44:29 AM,USA,Texas,Outdoor,Negative Split Run,12.87,976,1:40:29,133
Running,3/30/2021,10:11:45 AM,USA,Texas,Outdoor,McKinney - Hill Repeats,3.69,319,0:27:09,136
Cycling,3/29/2021,12:12:12 PM,USA,Texas,Outdoor,McKinney Cycling,28.24,710,0:57:37,153
Running,3/28/2021,12:27:24 PM,USA,Texas,Outdoor,McKinney - Easy Run,6.44,552,0:47:54,138
Walking,3/28/2021,12:15:50 PM,USA,Texas,Outdoor,McKinney Walking,1.07,86,0:11:00,80
Walking,3/27/2021,12:05:24 PM,USA,Texas,Outdoor,Dallas Walking,2.56,328,1:06:40,100
Walking,3/27/2021,9:22:42 AM,USA,Texas,Outdoor,Dallas Walking,3.19,376,1:50:29,77
Walking,3/26/2021,1:57:03 PM,USA,Texas,Outdoor,McKinney Walking,2.33,188,0:29:59,98
Running,3/26/2021,10:38:41 AM,USA,Texas,Outdoor,McKinney - Tired Run,3.22,287,0:24:18,138
Walking,3/26/2021,10:27:32 AM,USA,Texas,Outdoor,McKinney Walking,0.94,77,0:10:05,95
Running,3/24/2021,12:48:49 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,8.05,729,0:54:17,151
Running,3/23/2021,2:33:30 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.22,294,0:20:15,147
Running,3/21/2021,12:31:26 PM,USA,Texas,Outdoor,McKinney - Easy Run,6.44,548,0:48:25,138
Walking,3/21/2021,10:04:29 AM,USA,Texas,Outdoor,McKinney Walking,1.4,160,0:28:07,104
Yoga,3/19/2021,1:57:41 PM,USA,Texas,Indoor,Yoga,--,54,0:32:27,66
Walking,3/19/2021,11:06:37 AM,USA,Texas,Outdoor,McKinney Walking,0.5,44,06:45.1,110
Running,3/19/2021,10:46:06 AM,USA,Texas,Outdoor,McKinney - Tired Run,3.22,285,0:18:20,159
Yoga,3/18/2021,10:18:27 PM,USA,Texas,Indoor,Yoga,--,778,7:12:23,56
Other,3/18/2021,12:45:53 PM,USA,Texas,Outdoor,McKinney Yard Work,1.26,294,0:51:01,106
Walking,3/17/2021,1:20:17 PM,USA,Texas,Outdoor,Frisco Walking,1.48,146,0:21:04,116
Running,3/17/2021,12:09:42 PM,USA,Texas,Outdoor,McKinney - Negative Split Run,10.46,989,1:08:11,157
Running,3/16/2021,12:05:39 PM,USA,Texas,Outdoor,Collin County - Pace Run,3.22,278,0:24:01,138
Walking,3/16/2021,11:35:59 AM,USA,Texas,Outdoor,McKinney Walking,2.83,232,0:29:02,101
Cycling,3/15/2021,12:21:52 PM,USA,Texas,Outdoor,McKinney Cycling,28.14,722,1:01:35,151
Walking,3/14/2021,2:51:57 PM,USA,Texas,Outdoor,McKinney Walking,0.52,60,0:11:54,94
Running,3/14/2021,10:08:51 AM,USA,Texas,Outdoor,McKinney - Easy Run,6.44,596,0:41:56,153
Walking,3/13/2021,12:54:50 PM,USA,Texas,Outdoor,Dallas Walking,0.37,58,0:10:34,98
Walking,3/13/2021,10:10:34 AM,USA,Texas,Outdoor,Dallas Walking,2.49,344,1:27:46,84
Walking,3/13/2021,9:38:48 AM,USA,Texas,Outdoor,Dallas Walking,0.56,91,0:18:17,95
Running,3/12/2021,7:17:15 AM,USA,Texas,Outdoor,McKinney - Tired Run,4.02,364,0:27:57,144
Walking,3/11/2021,5:33:23 PM,USA,Texas,Outdoor,McKinney Walking,0.5,44,09:25.4,78
Running,3/10/2021,6:44:53 AM,USA,Texas,Outdoor,McKinney - Negative Split Run,10.46,935,1:13:08,146
Running,3/9/2021,12:26:37 PM,USA,Texas,Outdoor,McKinney - Cadence Drills,3.22,282,0:21:14,145
Walking,3/8/2021,10:08:52 AM,USA,Texas,Outdoor,McKinney Walking,4.44,447,1:12:48,108
Running,3/7/2021,6:23:47 PM,USA,Texas,Outdoor,McKinney - Easy Run,4.83,471,0:31:29,157
Walking,3/7/2021,2:33:41 PM,USA,Texas,Outdoor,McKinney Walking,0.81,42,07:51.1,91
Walking,3/6/2021,12:33:05 PM,USA,Texas,Outdoor,McKinney Walking,2.55,296,1:03:21,95
Walking,3/6/2021,10:46:02 AM,USA,Texas,Outdoor,Frisco Walking,0.23,25,07:27.1,75
Walking,3/6/2021,10:26:00 AM,USA,Texas,Outdoor,Frisco Walking,0.41,55,0:13:47,75
Running,3/5/2021,2:50:32 PM,USA,Texas,Outdoor,McKinney - Tired Run,3.22,201,0:20:44,127
